LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,New Mexico,5 to 11,1998,Percent,0.39
State,New Mexico,Total less than 18,1998,Percent,1
State,New Mexico,0 to 4,1999,Percent,0.26
State,New Mexico,5 to 11,1999,Percent,0.39
State,New Mexico,12 to 14,1999,Percent,0.17
State,New Mexico,Total less than 18,1999,Percent,1
State,New Mexico,15 to 17,1999,Percent,0.18
State,New Mexico,0 to 4,1999,Number,131504
State,New Mexico,5 to 11,1999,Number,200829
State,New Mexico,12 to 14,1999,Number,89050
State,New Mexico,15 to 17,1999,Number,89752
State,New Mexico,Total less than 18,1999,Number,511135
State,New Mexico,Total less than 18,2000,Percent,1
State,New Mexico,0 to 4,2000,Percent,0.26
State,New Mexico,5 to 11,2000,Percent,0.39
State,New Mexico,12 to 14,2000,Percent,0.17
State,New Mexico,15 to 17,2000,Percent,0.18
State,New Mexico,Total less than 18,2000,Number,508132
State,New Mexico,0 to 4,2000,Number,130452
State,New Mexico,5 to 11,2000,Number,199614
State,New Mexico,12 to 14,2000,Number,88525
State,New Mexico,15 to 17,2000,Number,89541
State,New Mexico,Total less than 18,2001,Percent,1
State,New Mexico,0 to 4,2001,Percent,0.26
State,New Mexico,5 to 11,2001,Percent,0.39
State,New Mexico,12 to 14,2001,Percent,0.18
State,New Mexico,15 to 17,2001,Percent,0.18
State,New Mexico,Total less than 18,2001,Number,503404
State,New Mexico,0 to 4,2001,Number,130070
State,New Mexico,5 to 11,2001,Number,195444
State,New Mexico,12 to 14,2001,Number,88313
State,New Mexico,15 to 17,2001,Number,89577
State,New Mexico,Total less than 18,2002,Percent,1
State,New Mexico,0 to 4,2002,Percent,0.26
State,New Mexico,5 to 11,2002,Percent,0.38
State,New Mexico,12 to 14,2002,Percent,0.18
State,New Mexico,15 to 17,2002,Percent,0.18
State,New Mexico,Total less than 18,2002,Number,502779
State,New Mexico,0 to 4,2002,Number,131960
State,New Mexico,5 to 11,2002,Number,191558
State,New Mexico,12 to 14,2002,Number,89015
State,New Mexico,15 to 17,2002,Number,90246
State,New Mexico,Total less than 18,2003,Percent,1
State,New Mexico,0 to 4,2003,Percent,0.27
State,New Mexico,5 to 11,2003,Percent,0.37
State,New Mexico,12 to 14,2003,Percent,0.18
State,New Mexico,15 to 17,2003,Percent,0.18
State,New Mexico,Total less than 18,2003,Number,500777
State,New Mexico,0 to 4,2003,Number,133694
State,New Mexico,5 to 11,2003,Number,187556
State,New Mexico,12 to 14,2003,Number,89635
State,New Mexico,15 to 17,2003,Number,89892
State,New Mexico,Total less than 18,2005,Percent,1
State,New Mexico,0 to 4,2005,Percent,0.27
State,New Mexico,5 to 11,2005,Percent,0.37
State,New Mexico,12 to 14,2005,Percent,0.18
State,New Mexico,15 to 17,2005,Percent,0.18
State,New Mexico,Total less than 18,2004,Percent,1
State,New Mexico,0 to 4,2004,Percent,0.27
State,New Mexico,5 to 11,2004,Percent,0.37
State,New Mexico,12 to 14,2004,Percent,0.18
State,New Mexico,15 to 17,2004,Percent,0.18
State,New Mexico,Total less than 18,2004,Number,501184
State,New Mexico,0 to 4,2004,Number,135585
State,New Mexico,5 to 11,2004,Number,185935
State,New Mexico,12 to 14,2004,Number,89452
State,New Mexico,15 to 17,2004,Number,90212
State,New Mexico,Total less than 18,2005,Number,502612
State,New Mexico,0 to 4,2005,Number,137770
State,New Mexico,5 to 11,2005,Number,185420
State,New Mexico,12 to 14,2005,Number,88469
State,New Mexico,15 to 17,2005,Number,90953
State,New Mexico,Total less than 18,2006,Number,505125
State,New Mexico,0 to 4,2006,Number,139625
State,New Mexico,5 to 11,2006,Number,186474
State,New Mexico,12 to 14,2006,Number,87088
State,New Mexico,15 to 17,2006,Number,91938
State,New Mexico,Total less than 18,2007,Number,508725
State,New Mexico,0 to 4,2007,Number,142494
State,New Mexico,5 to 11,2007,Number,188393
State,New Mexico,12 to 14,2007,Number,86101
State,New Mexico,15 to 17,2007,Number,91737
State,New Mexico,Total less than 18,2007,Percent,1
State,New Mexico,0 to 4,2007,Percent,0.28
State,New Mexico,5 to 11,2007,Percent,0.37
State,New Mexico,12 to 14,2007,Percent,0.17
State,New Mexico,15 to 17,2007,Percent,0.18
State,New Mexico,Total less than 18,2006,Percent,1
State,New Mexico,0 to 4,2006,Percent,0.28
State,New Mexico,5 to 11,2006,Percent,0.37
State,New Mexico,12 to 14,2006,Percent,0.17
State,New Mexico,15 to 17,2006,Percent,0.18
State,New Mexico,Total less than 18,2008,Number,511214
State,New Mexico,0 to 4,2008,Number,144238
State,New Mexico,5 to 11,2008,Number,191211
State,New Mexico,12 to 14,2008,Number,85023
State,New Mexico,15 to 17,2008,Number,90742
State,New Mexico,Total less than 18,2013,Percent,1
State,New Mexico,5 to 11,2013,Percent,0.4
State,New Mexico,Total less than 18,2008,Percent,1
State,New Mexico,0 to 4,2008,Percent,0.28
State,New Mexico,5 to 11,2008,Percent,0.37
State,New Mexico,12 to 14,2008,Percent,0.17
State,New Mexico,15 to 17,2008,Percent,0.18
State,New Mexico,12 to 14,2013,Number,85441
State,New Mexico,0 to 4,2013,Number,137556
State,New Mexico,0 to 4,2013,Percent,0.27
State,New Mexico,12 to 14,2013,Percent,0.17
State,New Mexico,15 to 17,2013,Percent,0.16
State,New Mexico,Total less than 18,2009,Number,515470
State,New Mexico,0 to 4,2009,Number,145824
State,New Mexico,5 to 11,2009,Number,196102
State,New Mexico,12 to 14,2009,Number,84173
State,New Mexico,15 to 17,2009,Number,89371
State,New Mexico,5 to 11,2013,Number,200914
State,New Mexico,15 to 17,2013,Number,83500
State,New Mexico,Total less than 18,2013,Number,507411
State,New Mexico,Total less than 18,2009,Percent,1
State,New Mexico,0 to 4,2009,Percent,0.28
State,New Mexico,5 to 11,2009,Percent,0.38
State,New Mexico,12 to 14,2009,Percent,0.16
State,New Mexico,15 to 17,2009,Percent,0.17
State,New Mexico,Total less than 18,2010,Percent,1
State,New Mexico,5 to 11,2010,Percent,0.39
State,New Mexico,15 to 17,2010,Percent,0.17
State,New Mexico,0 to 4,2010,Percent,0.28
State,New Mexico,12 to 14,2010,Percent,0.16
State,New Mexico,Total less than 18,2010,Number,518484
State,New Mexico,0 to 4,2010,Number,144719
State,New Mexico,12 to 14,2010,Number,84186
State,New Mexico,15 to 17,2010,Number,88263
State,New Mexico,5 to 11,2010,Number,201316
State,New Mexico,Total less than 18,2015,Number,497515
State,New Mexico,5 to 11,2015,Number,197620
State,New Mexico,15 to 17,2015,Number,84237
State,New Mexico,12 to 14,2015,Number,83568
State,New Mexico,0 to 4,2015,Number,132090
State,New Mexico,Total less than 18,2015,Percent,1
State,New Mexico,15 to 17,2011,Percent,0.17
State,New Mexico,12 to 14,2011,Percent,0.16
State,New Mexico,5 to 11,2011,Percent,0.39
State,New Mexico,0 to 4,2011,Percent,0.28
State,New Mexico,Total less than 18,2011,Percent,1
State,New Mexico,12 to 14,2015,Percent,0.17
State,New Mexico,15 to 17,2015,Percent,0.17
State,New Mexico,5 to 11,2015,Percent,0.4
State,New Mexico,0 to 4,2015,Percent,0.27
State,New Mexico,5 to 11,2011,Number,201935
State,New Mexico,15 to 17,2011,Number,86114
State,New Mexico,0 to 4,2011,Number,143761
State,New Mexico,12 to 14,2011,Number,84696
State,New Mexico,Total less than 18,2011,Number,516506
State,New Mexico,5 to 11,2012,Number,201574
State,New Mexico,15 to 17,2012,Number,84612
State,New Mexico,12 to 14,2012,Number,85440
State,New Mexico,0 to 4,2012,Number,140740
State,New Mexico,15 to 17,2012,Percent,0.17
State,New Mexico,5 to 11,2012,Percent,0.39
State,New Mexico,Total less than 18,2012,Percent,1
State,New Mexico,Total less than 18,2012,Number,512366
State,New Mexico,5 to 11,2014,Number,199427
State,New Mexico,15 to 17,2014,Number,83644
State,New Mexico,12 to 14,2014,Number,84598
State,New Mexico,0 to 4,2014,Number,134524
State,New Mexico,0 to 4,2014,Percent,0.27
State,New Mexico,12 to 14,2014,Percent,0.17
State,New Mexico,12 to 14,2012,Percent,0.17
State,New Mexico,0 to 4,2012,Percent,0.27
State,New Mexico,15 to 17,2014,Percent,0.17
State,New Mexico,Total less than 18,2014,Percent,1
State,New Mexico,5 to 11,2014,Percent,0.4
State,New Mexico,15 to 17,2016,Percent,0.17
State,New Mexico,12 to 14,2016,Percent,0.17
State,New Mexico,Total less than 18,2016,Percent,1
State,New Mexico,5 to 11,2016,Percent,0.4
State,New Mexico,0 to 4,2016,Percent,0.26
State,New Mexico,Total less than 18,2016,Number,493051
State,New Mexico,5 to 11,2016,Number,195715
State,New Mexico,15 to 17,2016,Number,84568
State,New Mexico,12 to 14,2016,Number,83011
State,New Mexico,0 to 4,2016,Number,129757
State,New Mexico,Total less than 18,2014,Number,502193
State,New Mexico,15 to 17,2017,Number,83633
State,New Mexico,12 to 14,2017,Number,83222
State,New Mexico,0 to 4,2017,Number,128145
State,New Mexico,Total less than 18,2017,Percent,1
State,New Mexico,5 to 11,2017,Number,193090
State,New Mexico,0 to 4,2017,Percent,0.26
State,New Mexico,12 to 14,2017,Percent,0.17
State,New Mexico,15 to 17,2017,Percent,0.17
State,New Mexico,5 to 11,2017,Percent,0.4
State,New Mexico,Total less than 18,2017,Number,488090
State,New York,Total less than 18,2017,Number,4154497
State,New York,5 to 11,2017,Percent,0.38
State,New York,15 to 17,2017,Percent,0.17
State,New York,12 to 14,2017,Percent,0.17
State,New York,0 to 4,2017,Percent,0.28
State,New York,5 to 11,2017,Number,1587186
State,New York,Total less than 18,2017,Percent,1
State,New York,0 to 4,2017,Number,1164406
State,New York,12 to 14,2017,Number,689153
State,New York,15 to 17,2017,Number,713752
State,New York,Total less than 18,2014,Number,4225227
State,New York,0 to 4,2016,Number,1173740
State,New York,12 to 14,2016,Number,692608
State,New York,15 to 17,2016,Number,722534
State,New York,5 to 11,2016,Number,1592463
State,New York,Total less than 18,2016,Number,4181345
State,New York,0 to 4,2016,Percent,0.28
State,New York,5 to 11,2016,Percent,0.38
State,New York,12 to 14,2016,Percent,0.17
State,New York,15 to 17,2016,Percent,0.17
State,New York,Total less than 18,2016,Percent,1
State,New York,5 to 11,2014,Percent,0.38
State,New York,Total less than 18,2014,Percent,1
State,New York,15 to 17,2014,Percent,0.17
State,New York,0 to 4,2012,Percent,0.28
State,New York,12 to 14,2012,Percent,0.17
State,New York,12 to 14,2014,Percent,0.17
State,New York,0 to 4,2014,Percent,0.28
State,New York,0 to 4,2014,Number,1184210
State,New York,12 to 14,2014,Number,708877
State,New York,15 to 17,2014,Number,729145
State,New York,5 to 11,2014,Number,1602995
State,New York,Total less than 18,2012,Number,4273381
State,New York,Total less than 18,2012,Percent,1
State,New York,5 to 11,2012,Percent,0.38
State,New York,15 to 17,2012,Percent,0.18
State,New York,0 to 4,2012,Number,1175261
State,New York,12 to 14,2012,Number,720912
State,New York,15 to 17,2012,Number,754761
State,New York,5 to 11,2012,Number,1622447
State,New York,Total less than 18,2011,Number,4300934
State,New York,12 to 14,2011,Number,722285
State,New York,0 to 4,2011,Number,1171596
State,New York,15 to 17,2011,Number,773450
State,New York,5 to 11,2011,Number,1633603
State,New York,0 to 4,2015,Percent,0.28
State,New York,5 to 11,2015,Percent,0.38
State,New York,15 to 17,2015,Percent,0.17
State,New York,12 to 14,2015,Percent,0.17
State,New York,Total less than 18,2011,Percent,1
State,New York,0 to 4,2011,Percent,0.27
State,New York,5 to 11,2011,Percent,0.38
State,New York,12 to 14,2011,Percent,0.17
State,New York,15 to 17,2011,Percent,0.18
State,New York,Total less than 18,2015,Percent,1
State,New York,0 to 4,2015,Number,1185054
State,New York,12 to 14,2015,Number,698635
State,New York,15 to 17,2015,Number,727520
State,New York,5 to 11,2015,Number,1596455
State,New York,Total less than 18,2015,Number,4207664
State,New York,5 to 11,2010,Number,1640020
State,New York,15 to 17,2010,Number,790252
State,New York,12 to 14,2010,Number,730396
State,New York,0 to 4,2010,Number,1159945
State,New York,Total less than 18,2010,Number,4320613
State,New York,12 to 14,2010,Percent,0.17
State,New York,0 to 4,2010,Percent,0.27
State,New York,15 to 17,2010,Percent,0.18
State,New York,5 to 11,2010,Percent,0.38
State,New York,Total less than 18,2010,Percent,1
State,New York,Total less than 18,2009,Percent,1
State,New York,0 to 4,2009,Percent,0.27
State,New York,5 to 11,2009,Percent,0.38
State,New York,12 to 14,2009,Percent,0.17
State,New York,15 to 17,2009,Percent,0.18
State,New York,Total less than 18,2013,Number,4250524
State,New York,15 to 17,2013,Number,739680
State,New York,5 to 11,2013,Number,1614677
State,New York,Total less than 18,2009,Number,4342926
State,New York,0 to 4,2009,Number,1157343
State,New York,5 to 11,2009,Number,1638087
State,New York,12 to 14,2009,Number,746046
State,New York,15 to 17,2009,Number,801450
State,New York,15 to 17,2013,Percent,0.17
State,New York,12 to 14,2013,Percent,0.17
State,New York,0 to 4,2013,Percent,0.28
State,New York,0 to 4,2013,Number,1179308
State,New York,12 to 14,2013,Number,716859
State,New York,Total less than 18,2008,Percent,1
State,New York,0 to 4,2008,Percent,0.27
State,New York,5 to 11,2008,Percent,0.37
State,New York,12 to 14,2008,Percent,0.17
State,New York,15 to 17,2008,Percent,0.19
State,New York,5 to 11,2013,Percent,0.38
State,New York,Total less than 18,2013,Percent,1
State,New York,Total less than 18,2008,Number,4372170
State,New York,0 to 4,2008,Number,1159239
State,New York,5 to 11,2008,Number,1635577
State,New York,12 to 14,2008,Number,760140
State,New York,15 to 17,2008,Number,817214
State,New York,Total less than 18,2006,Percent,1
State,New York,0 to 4,2006,Percent,0.26
State,New York,5 to 11,2006,Percent,0.38
State,New York,12 to 14,2006,Percent,0.18
State,New York,15 to 17,2006,Percent,0.19
State,New York,Total less than 18,2007,Percent,1
State,New York,0 to 4,2007,Percent,0.26
State,New York,5 to 11,2007,Percent,0.37
State,New York,12 to 14,2007,Percent,0.18
State,New York,15 to 17,2007,Percent,0.19
State,New York,Total less than 18,2007,Number,4410949
State,New York,0 to 4,2007,Number,1157021
State,New York,5 to 11,2007,Number,1647250
State,New York,12 to 14,2007,Number,773477
State,New York,15 to 17,2007,Number,833201
State,New York,Total less than 18,2006,Number,4457777
State,New York,0 to 4,2006,Number,1160997
State,New York,5 to 11,2006,Number,1673492
State,New York,12 to 14,2006,Number,788525
State,New York,15 to 17,2006,Number,834763
State,New York,Total less than 18,2005,Number,4514456
State,New York,0 to 4,2005,Number,1180745
State,New York,5 to 11,2005,Number,1698428
State,New York,12 to 14,2005,Number,809301
State,New York,15 to 17,2005,Number,825982
State,New York,Total less than 18,2004,Number,4574065
State,New York,0 to 4,2004,Number,1197698
State,New York,5 to 11,2004,Number,1740579
State,New York,12 to 14,2004,Number,830530
State,New York,15 to 17,2004,Number,805258
State,New York,Total less than 18,2004,Percent,1
State,New York,0 to 4,2004,Percent,0.26
State,New York,5 to 11,2004,Percent,0.38
State,New York,12 to 14,2004,Percent,0.18
State,New York,15 to 17,2004,Percent,0.18
State,New York,Total less than 18,2005,Percent,1
State,New York,0 to 4,2005,Percent,0.26
State,New York,5 to 11,2005,Percent,0.38
State,New York,12 to 14,2005,Percent,0.18
State,New York,15 to 17,2005,Percent,0.18
State,New York,Total less than 18,2003,Number,4619506
State,New York,0 to 4,2003,Number,1204454
State,New York,5 to 11,2003,Number,1787848
State,New York,12 to 14,2003,Number,832884
State,New York,15 to 17,2003,Number,794320
State,New York,Total less than 18,2003,Percent,1
State,New York,0 to 4,2003,Percent,0.26
State,New York,5 to 11,2003,Percent,0.39
State,New York,12 to 14,2003,Percent,0.18
State,New York,15 to 17,2003,Percent,0.17
State,New York,Total less than 18,2002,Number,4652232
State,New York,0 to 4,2002,Number,1212221
State,New York,5 to 11,2002,Number,1832856
State,New York,12 to 14,2002,Number,821487
State,New York,15 to 17,2002,Number,785668
State,New York,Total less than 18,2002,Percent,1
State,New York,0 to 4,2002,Percent,0.26
State,New York,5 to 11,2002,Percent,0.39
State,New York,12 to 14,2002,Percent,0.18
State,New York,15 to 17,2002,Percent,0.17
State,New York,Total less than 18,2001,Number,4672425
State,New York,0 to 4,2001,Number,1222011
State,New York,5 to 11,2001,Number,1877987
State,New York,12 to 14,2001,Number,796608
State,New York,15 to 17,2001,Number,775819
State,New York,Total less than 18,2001,Percent,1
State,New York,0 to 4,2001,Percent,0.26
State,New York,5 to 11,2001,Percent,0.4
State,New York,12 to 14,2001,Percent,0.17
State,New York,15 to 17,2001,Percent,0.17
State,New York,Total less than 18,2000,Number,4687374
State,New York,0 to 4,2000,Number,1237078
State,New York,5 to 11,2000,Number,1899338
State,New York,12 to 14,2000,Number,782373
State,New York,15 to 17,2000,Number,768585
State,New York,Total less than 18,2000,Percent,1
State,New York,0 to 4,2000,Percent,0.26
State,New York,5 to 11,2000,Percent,0.41
State,New York,12 to 14,2000,Percent,0.17
State,New York,15 to 17,2000,Percent,0.16
State,New York,Total less than 18,1999,Number,4672587
State,New York,15 to 17,1999,Number,760195
State,New York,12 to 14,1999,Number,767745
State,New York,5 to 11,1999,Number,1898488
State,New York,0 to 4,1999,Number,1246159
State,New York,15 to 17,1999,Percent,0.16
State,New York,Total less than 18,1999,Percent,1
State,New York,12 to 14,1999,Percent,0.16
State,New York,5 to 11,1999,Percent,0.41
State,New York,0 to 4,1999,Percent,0.27
State,New York,Total less than 18,1998,Percent,1
State,New York,5 to 11,1998,Percent,0.4
State,New York,12 to 14,1998,Percent,0.16
State,New York,15 to 17,1998,Percent,0.16
State,New York,0 to 4,1998,Percent,0.27
State,New York,Total less than 18,1998,Number,4652140
State,New York,5 to 11,1998,Number,1883220
State,New York,12 to 14,1998,Number,749652
State,New York,15 to 17,1998,Number,754674
State,New York,0 to 4,1998,Number,1264594
State,New York,Total less than 18,1997,Number,4670787
State,New York,12 to 14,1997,Number,745852
State,New York,15 to 17,1997,Number,750871
State,New York,5 to 11,1997,Number,1873187
State,New York,0 to 4,1997,Number,1300877
State,New York,0 to 4,1997,Percent,0.28
State,New York,5 to 11,1997,Percent,0.4
State,New York,15 to 17,1997,Percent,0.16
State,New York,Total less than 18,1997,Percent,1
State,New York,12 to 14,1997,Percent,0.16
State,New York,5 to 11,1996,Percent,0.4
State,New York,15 to 17,1996,Percent,0.16
State,New York,12 to 14,1996,Percent,0.16
State,New York,0 to 4,1996,Percent,0.29
State,New York,Total less than 18,1996,Number,4667647
State,New York,Total less than 18,1996,Percent,1
State,New York,5 to 11,1996,Number,1845270
State,New York,12 to 14,1996,Number,741933
State,New York,15 to 17,1996,Number,741120
State,New York,0 to 4,1996,Number,1339324
State,New York,Total less than 18,1995,Number,4648419
State,New York,12 to 14,1995,Number,739540
State,New York,15 to 17,1995,Number,732012
State,New York,5 to 11,1995,Number,1802553
State,New York,0 to 4,1995,Number,1374314
State,New York,Total less than 18,1994,Percent,1
State,New York,5 to 11,1994,Percent,0.38
State,New York,12 to 14,1994,Percent,0.16
State,New York,15 to 17,1994,Percent,0.16
State,New York,Total less than 18,1994,Number,4605284
State,New York,0 to 4,1994,Percent,0.3
State,New York,Total less than 18,1995,Percent,1
State,New York,15 to 17,1995,Percent,0.16
State,New York,12 to 14,1995,Percent,0.16
State,New York,0 to 4,1995,Percent,0.3
State,New York,5 to 11,1995,Percent,0.39
State,New York,15 to 17,1993,Number,705789
State,New York,12 to 14,1993,Number,716881
State,New York,Total less than 18,1993,Number,4538171
State,New York,15 to 17,1993,Percent,0.16
State,New York,Total less than 18,1993,Percent,1
State,New York,5 to 11,1993,Percent,0.38
State,New York,12 to 14,1993,Percent,0.16
State,New York,15 to 17,1994,Number,720685
State,New York,5 to 11,1994,Number,1760784
State,New York,12 to 14,1994,Number,732073
State,New York,0 to 4,1994,Number,1391742
State,New York,5 to 11,1993,Number,1726572
State,New York,0 to 4,1993,Number,1388929
State,New York,0 to 4,1993,Percent,0.31
State,New York,5 to 11,1992,Percent,0.38
State,New York,12 to 14,1992,Percent,0.16
State,New York,15 to 17,1992,Percent,0.16
State,New York,0 to 4,1992,Percent,0.31
State,New York,Total less than 18,1992,Number,4465539
State,New York,Total less than 18,1992,Percent,1
State,New York,0 to 4,1992,Number,1371521
State,New York,5 to 11,1992,Number,1693498
State,New York,12 to 14,1992,Number,703553
State,New York,15 to 17,1992,Number,696967
State,New York,0 to 4,1991,Number,1337207
State,New York,5 to 11,1991,Number,1665200
State,New York,12 to 14,1991,Number,687776
State,New York,15 to 17,1991,Number,682544
State,New York,Total less than 18,1991,Number,4372727
State,New York,0 to 4,1991,Percent,0.31
State,New York,5 to 11,1991,Percent,0.38
State,New York,15 to 17,1991,Percent,0.16
State,New York,Total less than 18,1991,Percent,1
State,New York,12 to 14,1991,Percent,0.16
State,New York,0 to 4,1990,Percent,0.3
State,New York,5 to 11,1990,Percent,0.38
State,New York,12 to 14,1990,Percent,0.16
State,New York,15 to 17,1990,Percent,0.16
State,New York,Total less than 18,1990,Percent,1
State,New York,Total less than 18,1990,Number,4281643
State,New York,0 to 4,1990,Number,1295704
State,New York,5 to 11,1990,Number,1632272
State,New York,12 to 14,1990,Number,668916
State,New York,15 to 17,1990,Number,684751
State,North Carolina,15 to 17,1990,Number,271558
State,North Carolina,Total less than 18,1990,Number,1625804
State,North Carolina,12 to 14,1990,Number,260328
State,North Carolina,5 to 11,1990,Number,620848
State,North Carolina,0 to 4,1990,Number,473070
State,North Carolina,Total less than 18,1990,Percent,1
State,North Carolina,15 to 17,1990,Percent,0.17
State,North Carolina,12 to 14,1990,Percent,0.16
State,North Carolina,5 to 11,1990,Percent,0.38
State,North Carolina,0 to 4,1990,Percent,0.29
State,North Carolina,12 to 14,1991,Percent,0.16
State,North Carolina,5 to 11,1991,Percent,0.38
State,North Carolina,Total less than 18,1991,Percent,1
State,North Carolina,15 to 17,1991,Percent,0.16
State,North Carolina,0 to 4,1991,Percent,0.29
State,North Carolina,Total less than 18,1991,Number,1640394
State,North Carolina,15 to 17,1991,Number,266521
State,North Carolina,12 to 14,1991,Number,264848
State,North Carolina,5 to 11,1991,Number,626661
State,North Carolina,0 to 4,1991,Number,482364
State,North Carolina,15 to 17,1992,Number,269923
State,North Carolina,12 to 14,1992,Number,271683
State,North Carolina,5 to 11,1992,Number,638318
State,North Carolina,0 to 4,1992,Number,494220
State,North Carolina,Total less than 18,1992,Number,1674144
State,North Carolina,Total less than 18,1992,Percent,1
State,North Carolina,0 to 4,1992,Percent,0.3
State,North Carolina,15 to 17,1992,Percent,0.16
State,North Carolina,12 to 14,1992,Percent,0.16
State,North Carolina,5 to 11,1992,Percent,0.38
State,North Carolina,0 to 4,1993,Percent,0.29
State,North Carolina,0 to 4,1993,Number,502517
State,North Carolina,5 to 11,1993,Number,655968
State,North Carolina,0 to 4,1994,Number,507059
State,North Carolina,12 to 14,1994,Number,285045
State,North Carolina,5 to 11,1994,Number,676372
State,North Carolina,15 to 17,1994,Number,282278
State,North Carolina,5 to 11,1993,Percent,0.38
State,North Carolina,Total less than 18,1993,Percent,1
State,North Carolina,12 to 14,1993,Percent,0.16
State,North Carolina,15 to 17,1993,Percent,0.16
State,North Carolina,Total less than 18,1993,Number,1710267
State,North Carolina,12 to 14,1993,Number,277684
State,North Carolina,15 to 17,1993,Number,274098
State,North Carolina,0 to 4,1995,Percent,0.28
State,North Carolina,5 to 11,1995,Percent,0.39
State,North Carolina,12 to 14,1995,Percent,0.16
State,North Carolina,15 to 17,1995,Percent,0.16
State,North Carolina,Total less than 18,1995,Percent,1
State,North Carolina,Total less than 18,1994,Number,1750754
State,North Carolina,15 to 17,1994,Percent,0.16
State,North Carolina,12 to 14,1994,Percent,0.16
State,North Carolina,5 to 11,1994,Percent,0.39
State,North Carolina,0 to 4,1994,Percent,0.29
State,North Carolina,Total less than 18,1994,Percent,1
State,North Carolina,0 to 4,1995,Number,507154
State,North Carolina,5 to 11,1995,Number,699238
State,North Carolina,15 to 17,1995,Number,289415
State,North Carolina,12 to 14,1995,Number,289343
State,North Carolina,Total less than 18,1995,Number,1785150
State,North Carolina,0 to 4,1996,Number,507533
State,North Carolina,15 to 17,1996,Number,294966
State,North Carolina,12 to 14,1996,Number,293419
State,North Carolina,5 to 11,1996,Number,725588
State,North Carolina,Total less than 18,1996,Number,1821506
State,North Carolina,Total less than 18,1996,Percent,1
State,North Carolina,0 to 4,1996,Percent,0.28
State,North Carolina,12 to 14,1996,Percent,0.16
State,North Carolina,15 to 17,1996,Percent,0.16
State,North Carolina,5 to 11,1996,Percent,0.4
State,North Carolina,12 to 14,1997,Percent,0.16
State,North Carolina,5 to 11,1997,Percent,0.4
State,North Carolina,Total less than 18,1997,Percent,1
State,North Carolina,15 to 17,1997,Percent,0.16
State,North Carolina,0 to 4,1997,Percent,0.27
State,North Carolina,0 to 4,1997,Number,511468
State,North Carolina,5 to 11,1997,Number,748649
State,North Carolina,15 to 17,1997,Number,302013
State,North Carolina,12 to 14,1997,Number,299491
State,North Carolina,Total less than 18,1997,Number,1861621
State,North Carolina,0 to 4,1998,Number,517897
State,North Carolina,15 to 17,1998,Number,305149
State,North Carolina,12 to 14,1998,Number,305435
State,North Carolina,5 to 11,1998,Number,766272
State,North Carolina,Total less than 18,1998,Number,1894753
State,North Carolina,0 to 4,1998,Percent,0.27
State,North Carolina,15 to 17,1998,Percent,0.16
State,North Carolina,12 to 14,1998,Percent,0.16
State,North Carolina,5 to 11,1998,Percent,0.4
State,North Carolina,Total less than 18,1998,Percent,1
State,North Carolina,0 to 4,1999,Percent,0.27
State,North Carolina,5 to 11,1999,Percent,0.4
State,North Carolina,12 to 14,1999,Percent,0.16
State,North Carolina,15 to 17,1999,Percent,0.16
State,North Carolina,Total less than 18,1999,Percent,1
State,North Carolina,0 to 4,1999,Number,529289
State,North Carolina,5 to 11,1999,Number,780150
State,North Carolina,12 to 14,1999,Number,315440
State,North Carolina,15 to 17,1999,Number,307262
State,North Carolina,Total less than 18,1999,Number,1932141
State,North Carolina,Total less than 18,2000,Percent,1
State,North Carolina,0 to 4,2000,Percent,0.27
State,North Carolina,5 to 11,2000,Percent,0.4
State,North Carolina,12 to 14,2000,Percent,0.16
State,North Carolina,15 to 17,2000,Percent,0.16
State,North Carolina,Total less than 18,2000,Number,1967626
State,North Carolina,0 to 4,2000,Number,539866
State,North Carolina,5 to 11,2000,Number,791183
State,North Carolina,12 to 14,2000,Number,324071
State,North Carolina,15 to 17,2000,Number,312506
State,North Carolina,Total less than 18,2001,Percent,1
State,North Carolina,0 to 4,2001,Percent,0.28
State,North Carolina,5 to 11,2001,Percent,0.4
State,North Carolina,12 to 14,2001,Percent,0.17
State,North Carolina,15 to 17,2001,Percent,0.16
State,North Carolina,Total less than 18,2001,Number,2003782
State,North Carolina,0 to 4,2001,Number,555270
State,North Carolina,5 to 11,2001,Number,794106
State,North Carolina,12 to 14,2001,Number,334898
State,North Carolina,15 to 17,2001,Number,319508
State,North Carolina,Total less than 18,2002,Percent,1
State,North Carolina,0 to 4,2002,Percent,0.28
State,North Carolina,5 to 11,2002,Percent,0.39
State,North Carolina,12 to 14,2002,Percent,0.17
State,North Carolina,15 to 17,2002,Percent,0.16
State,North Carolina,Total less than 18,2002,Number,2034451
State,North Carolina,0 to 4,2002,Number,566920
State,North Carolina,5 to 11,2002,Number,789258
State,North Carolina,12 to 14,2002,Number,349454
State,North Carolina,15 to 17,2002,Number,328819
State,North Carolina,Total less than 18,2003,Percent,1
State,North Carolina,0 to 4,2003,Percent,0.28
State,North Carolina,5 to 11,2003,Percent,0.38
State,North Carolina,12 to 14,2003,Percent,0.18
State,North Carolina,15 to 17,2003,Percent,0.16
State,North Carolina,Total less than 18,2003,Number,2060838
State,North Carolina,0 to 4,2003,Number,575778
State,North Carolina,5 to 11,2003,Number,787733
State,North Carolina,12 to 14,2003,Number,360647
State,North Carolina,15 to 17,2003,Number,336680
State,North Carolina,Total less than 18,2004,Number,2085165
